id,version,genre,musicName,artist,bpm,easy,normal,hyper,extra,inFolderCheck,created_at,updated_at
1167,24,キリステゴメン,キリステゴメン,東雲夏陽,156,10,27,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1168,24,キルト(Patchworker RMX),キルト(Patchworker RMX),Patchworker's System,188,12,28,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1169,24,ギンギンパーレー！！,ギンギンパーレー！！,School,130,10,25,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1170,24,けもののおうじゃ★めうめう,けもののおうじゃ★めうめう,日向美ビタースイーツ♪,162,10,29,38,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1171,24,ゴールデンハート ft. Kimberley Nutbey,ゴールデンハート ft. Kimberley Nutbey,Xceon,163,9,26,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1172,24,シノビシノノメ,シノビシノノメ,東雲心菜,174,7,24,35,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1173,24,じもとっこスイーツ♪,じもとっこスイーツ♪,ホララ・ホリック with 日向美ビタースイーツ♪,108,6,24,32,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1174,24,そこはかとなくロマンセ,そこはかとなくロマンセ,日向美ビタースイーツ♪,140,7,25,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1175,24,ダイブドライブ,ダイブドライブ,マッカチン企画 feat.秋成,180,7,25,36,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1176,24,デュアルメモリ,デュアルメモリ,ここなつ,162,7,26,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1177,24,トウキョウ・ドリーム・ポップ,トウキョウ・ドリーム・ポップ,Flying Kite,44-176,4,25,36,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1178,24,ドーナツホール,ドーナツホール,ハチ,252,5,18,30,40,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1179,24,ドッペルゲンガー,ドッペルゲンガー,T-HEY and TANEKO,122,8,24,39,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1180,24,ナイト・オブ・ロンド,ナイト・オブ・ロンド,日向美ビタースイーツ♪,169,8,25,35,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1181,24,バイナリスター,バイナリスター,ここなつ,135,7,23,37,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1182,24,ヒミツダイヤル,ヒミツダイヤル,ここなつ,112,6,24,35,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1183,24,ほおずき程度には赤い頭髪,ほおずき程度には赤い頭髪,Akhuta,174,9,29,41,47,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1184,24,マトリョシカ,マトリョシカ,ハチ,"205-296",3,17,28,38,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1185,24,ミラクル・スイート・スイーツ・マジック！！,ミラクル・スイート・スイーツ・マジック！！,日向美ビタースイーツ♪,88-206,11,26,36,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1186,24,メトロポリタン飛行,メトロポリタン飛行,ナビ featured by 劇団レコード,132,7,21,33,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1187,24,メンテナンス物語,メンテナンス物語,742,152,13,23,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1188,24,モヘア,モヘア,seiya-murai feat.藤野マナミ,140,9,23,34,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1189,24,ランデブー・ピュア,ランデブー・ピュア,肥塚良彦,177,6,23,33,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1190,24,リモーネ・ディ・マッキーナ,リモーネ・ディ・マッキーナ,"BEMANI Sound Team ""seiya-murai""",180,8,28,37,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1191,24,リリーゼと炎龍レーヴァテイン,リリーゼと炎龍レーヴァテイン,黒猫ダンジョン,200,13,31,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1192,24,リンゴロジック(green apple rmx),リンゴロジック(green apple rmx),Dormir remixed by m@sumi,128,11,28,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1193,24,ルミナスデイズ,ルミナスデイズ,ここなつ,"96-145",6,24,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1194,24,ロールプレイングゲーム,ロールプレイングゲーム,そらまふうらさか,162,7,22,38,43,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1195,24,ロンロンへ ライライライ！,ロンロンへ ライライライ！,ここなつ,156,7,26,37,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1196,24,哀彩,哀彩,MarL,194,9,29,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1197,24,雨と鳥籠,雨と鳥籠,ポリシャス,113,6,23,36,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1198,24,花のやくそく,花のやくそく,日向美ビタースイーツ♪,"50-85",5,23,32,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1199,24,懐色坂,懐色坂,VALLEYSTONE feat. かなたん,155,9,28,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1200,24,願いのカケラ,願いのカケラ,松山あおい,138,3,24,34,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1201,24,旗(Mystic Mix),旗(Mystic Mix),Mystic Moon,160,12,28,36,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1202,24,空想モダニズム,空想モダニズム,劇団レコード,188,7,30,37,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1203,24,君の音とAuftakt,君の音とAuftakt,red glasses feat.井ノ上奈々,"192-232",9,23,37,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1204,24,君氏危うくも近うよれ,君氏危うくも近うよれ,A応P,162,6,23,33,40,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1205,24,玄兎ノ舞,玄兎ノ舞,PON,180,12,30,42,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1206,24,乞い祈みの撫子,乞い祈みの撫子,TOMOSUKE with ARM×狐夢想 ft.あさな,176,8,27,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1207,24,向日葵サンセット,向日葵サンセット,ARM・まろん (IOSYS) × ランコ・パプリカ (豚乙女),135,9,27,36,45,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1208,24,黒い月の遊戯,黒い月の遊戯,NU-KO,132,4,21,31,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1209,24,今夜はパジャマパーティ,今夜はパジャマパーティ,日向美ビタースイーツ♪,148,5,22,33,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1210,24,魂依,魂依,Akhuta,153,11,28,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1211,24,取り残された美術(Arranged:HiZuMi),取り残された美術(Arranged:HiZuMi),幽閉サテライト feat. senya,160,6,26,35,46,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1212,24,銃弾は解を撃ち抜いて,銃弾は解を撃ち抜いて,日向美ビタースイーツ♪,171,12,29,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1213,24,進め！女の子のマーチ,進め！女の子のマーチ,NU-KO,154,4,20,30,37,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1214,24,人妖絵巻其の一「狐」～ 紅楼ノ夢 ～,人妖絵巻其の一「狐」～ 紅楼ノ夢 ～,群青キネマ feat.YAMATO,190,8,22,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1215,24,人妖絵巻其の三「鴉天狗」～ 鞍馬のHAYATE ～,人妖絵巻其の三「鴉天狗」～ 鞍馬のHAYATE ～,羅天,185,15,32,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1216,24,人妖絵巻其の二「鬼」～夜叉の祭は終夜～,人妖絵巻其の二「鬼」～夜叉の祭は終夜～,INVICTA feat.厚志,165,8,26,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1217,24,星屑ブレスレット,星屑ブレスレット,Qrispy Joybox,179,9,25,37,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1218,24,星座が恋した瞬間を。,星座が恋した瞬間を。,"BEMANI Sound Team ""DJ TOTTO feat.MarL""",186,10,27,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1219,24,辿る君を超えて,辿る君を超えて,"BEMANI Sound Team ""Power Of Nature""","160？",19,33,45,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1220,24,朝までワンモアラブリー(onemore 90's lovery),朝までワンモアラブリー(onemore 90's lovery),アイコノクラズム,174,7,25,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1221,24,天才少女が解けない問題,天才少女が解けない問題,P*Light feat. mow*2,140,6,22,37,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1222,24,如雨露姫が世界征服,如雨露姫が世界征服,はるなば feat.mami,125,7,25,38,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1223,24,爆なな☆てすとロイヤー,爆なな☆てすとロイヤー,ARM feat.ななひら,200,10,28,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1224,24,風鈴花火,風鈴花火,"BEMANI Sound Team ""劇団レコード""feat.結良まり",150,9,26,35,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1225,24,防人想歌,防人想歌,onoken feat.夏川陽子,168,10,29,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1226,24,未完成ノ蒸氣驅動乙女,未完成ノ蒸氣驅動乙女,U1 overground,170,12,29,42,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1227,24,夢を絆ぐ亜麻色,夢を絆ぐ亜麻色,PON feat.rino,164,8,24,34,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1228,24,羊皮紙の上の銀河,羊皮紙の上の銀河,OSTER project feat. そらこ,196,8,26,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1229,24,霊魂爆砕 -SOUL EXPLOSION-,霊魂爆砕 -SOUL EXPLOSION-,96,163,12,28,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1230,24,恋のパズルマジック,恋のパズルマジック,ときめきアイドル project Rhythmixxx,140,6,24,37,43,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1231,24,恋時雨,恋時雨,ときめきアイドル project,185,9,22,36,44,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1232,24,六兆年と一夜物語,六兆年と一夜物語,kemu feat.IA,115-186,5,24,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1233,24,蟲の棲む処,蟲の棲む処,かめりあ feat.Nana Takahashi,161,14,30,40,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1234,24,霖が哭く,霖が哭く,Power Of Nature,154,15,29,41,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1235,24,黎明スケッチブック,黎明スケッチブック,アメツチ絵日記,238,8,25,39,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1236,24,НУМЛ,НУМЛ,Zutt,158-200,15,34,45,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1237,25,*ハロー、プラネット。,*ハロー、プラネット。,sasakure.UK,150,9,23,35,42,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1238,25,♥LOVE² シュガ→♥(かめりあ&ななひら's Over-Sweet-Dempa ♥LOVE² シュガ→♥な恋愛教室 Remix),♥LOVE² シュガ→♥(かめりあ&ななひら's Over-Sweet-Dempa ♥LOVE² シュガ→♥な恋愛教室 Remix),dj TAKA feat.のりあ remixed by かめりあ feat.ななひら,194,10,29,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1239,25,25 o'clock the WORLD,25 o'clock the WORLD,"BEMANI Sound Team ""Power Of Nature""","52-210",18,34,43,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1240,25,50th Memorial Songs -Beginning Story-,50th Memorial Songs -Beginning Story-,BEMANI Sound Team,135,8,27,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1241,25,50th Memorial Songs -Flagship medley-,50th Memorial Songs -Flagship medley-,BEMANI Sound Team,"135-175",5,27,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1242,25,50th Memorial Songs -The BEMANI History-,50th Memorial Songs -The BEMANI History-,BEMANI Sound Team,136,8,32,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1243,25,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,BEMANI Sound Team,160,6,28,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1244,25,Afterimage d'automne,Afterimage d'automne,"BEMANI Sound Team ""猫叉劇団""",232,11,29,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1245,25,ANNIVERSARY ∴∵∴ ←↓↑→,ANNIVERSARY ∴∵∴ ←↓↑→,"BEMANI Sound Team ""U1 overground""",180,13,30,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1246,25,BabeL ～MODEL DD101～,BabeL ～MODEL DD101～,"BEMANI Sound Team ""Mutsuhiko Izumi""",180,15,33,43,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1247,25,Bad Apple!! feat. nomico,Bad Apple!! feat. nomico,Alstroemeria Records,138,7,25,33,42,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1248,25,Be blossom!!,Be blossom!!,林ももこ,147,7,23,32,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1249,25,BEEF,BEEF,"BEMANI Sound Team ""牛""",175,10,25,37,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1250,25,biosphere ～天国の花～,biosphere ～天国の花～,"BEMANI Sound Team ""猫叉Master"" feat.藤野マナミ",108,9,26,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1251,25,BLACK JACKAL,BLACK JACKAL,Akira Complex,150,10,27,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1252,25,BLAZE∞BREEZE,BLAZE∞BREEZE,"BEMANI Sound Team ""TAG×PON""",175,14,28,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1253,25,Blind,Blind,はるなば feat.七誌,160,10,29,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1254,25,BLSTR,BLSTR,Ujico*,160,11,28,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1255,25,Burning Love,Burning Love,阿部靖広 feat.Luca,"85-170",6,27,39,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1256,25,CARTOON☆RagHour,CARTOON☆RagHour,OSTER project,160,10,28,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1257,25,Catch Our Fire!,Catch Our Fire!,中島由貴,190,7,27,37,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1258,25,Celsus II,Celsus II,onoken feat.夏川陽子,180,12,30,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1259,25,Cloud 9,Cloud 9,雄之助,153,11,28,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1260,25,Come to Life,Come to Life,ARM (IOSYS) feat. Nicole Curry,"90-180",9,27,36,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1261,25,Crumble Soul,Crumble Soul,lapix,170,10,25,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1262,25,cucumis melo,cucumis melo,red glasses feat.秋成,96-192,9,29,41,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1263,25,Dive to the Sky,Dive to the Sky,白澤亮 feat.ЯIRE,128,8,26,36,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1264,25,Dracophobia,Dracophobia,上ノ瀬つかさ,"108-178",14,30,41,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1265,25,Festum Duodecimum!,Festum Duodecimum!,"BEMANI Sound Team ""Gaius Iulius Akhutaros""","70-200",11,30,41,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1266,25,Floccinaucinihilipilification,Floccinaucinihilipilification,Marmalade butcher,200,10,31,40,47,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1267,25,Grave Strike,Grave Strike,Akino,160,9,26,37,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1268,25,Gray clouds,Gray clouds,Trick Trap,150,14,29,41,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1269,25,H@appy Fever Forever!!,H@appy Fever Forever!!,School,"42-672",9,25,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1270,25,Heartbeat Blast,Heartbeat Blast,ダンキラ協会,206,6,23,38,42,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1271,25,High Gravity,High Gravity,Maro(feat.Coco海里),170,11,28,41,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1272,25,home.(kors k Remix),home.(kors k Remix),秋桜 + WORLD SEQUENCE Remixed by kors k,128,8,24,36,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1273,25,insist,insist,Tomoyuki Uchida feat.秋成,136,10,25,36,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1274,25,Invisible Farewell,Invisible Farewell,"BEMANI Sound Team ""TAKA×PON×Akhuta""","138-234",11,29,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1275,25,Jetcoaster Windy,Jetcoaster Windy,"BEMANI Sound Team ""dj TAKA"" feat.のの",268,10,28,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1276,25,Lachryma《Re:Queen'M》,Lachryma《Re:Queen'M》,かねこちはる,236,16,32,42,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1277,25,Last Twilight,Last Twilight,cosMo＠暴走P,198,16,31,44,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1278,25,"le mal du pays, numéro 1","le mal du pays, numéro 1",orangebruit raccourci,170,9,27,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1279,25,Les Jouets Sonore,Les Jouets Sonore,avant-midi,122,7,25,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1280,25,Little Little Princess,Little Little Princess,SHRINE 418,180-211,12,29,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1281,25,Love 2 Shuffle,Love 2 Shuffle,"BEMANI Sound Team ""Sota F."" feat. Starbitz",133,9,27,39,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1282,25,luck,luck,Serph,"80-121",5,21,31,43,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1283,25,MADSPEED狂信道[UPPER],MADSPEED狂信道[UPPER],cosMo@暴走Ultimate,"240-300",16,33,46,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1284,25,Mirage Age,Mirage Age,Marmalade butcher,154,10,27,41,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1285,25,nostos[UPPER],nostos[UPPER],Setaria Virtuoso,"86-144",13,30,42,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1286,25,perditus†paradisus[UPPER],perditus†paradisus[UPPER],iconoclasm,172,18,32,47,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1287,25,place of the sky,place of the sky,CROSSED FINGERS,115,5,24,35,40,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1288,25,PM is Here！,PM is Here！,"BEMANI Sound Team ""PON""",165,8,26,39,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1289,25,Popperz Chronicle,Popperz Chronicle,pop'n masters,"210？",20,34,45,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1290,25,Popperz Chronicle[UPPER],Popperz Chronicle[UPPER],pop'n masters,"210？",21,35,46,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1291,25,ROOM,ROOM,Blanc Bunny Bandit,145,5,24,34,39,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1292,25,Sacrifice Escape: 不条理の模倣による感情と代償,Sacrifice Escape: 不条理の模倣による感情と代償,memex,100,8,25,37,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1293,25,SDVX REMIX SELECTION for pop'n music vol.01,SDVX REMIX SELECTION for pop'n music vol.01,AUTOMATION PARADISE,165,14,30,41,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1294,25,SESSION With You!,SESSION With You!,PartyCrew(from GD＆pm),180,10,26,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1295,25,SHION(VENUS mix),SHION(VENUS mix),VENUS,190,12,27,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1296,25,Six String Proof,Six String Proof,"BEMANI Sound Team ""Yvya × Mutsuhiko Izumi""",130,8,27,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1297,25,SO DANCE!,SO DANCE!,ダンキラ協会,128,3,19,33,39,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1298,25,Sparkle Smilin',Sparkle Smilin',"BEMANI Sound Team ""Qrispy Joybox"" feat.いちか",180,10,25,38,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1299,25,Sprite Digital,Sprite Digital,Serph,170,6,26,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1300,25,station CRUX,station CRUX,m@sumi,152,9,25,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1301,25,Sulk,Sulk,SYUNN,150,10,26,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1302,25,Time has no money,Time has no money,The Mizuno Family,220,9,24,37,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1303,25,Timepiece phase II,Timepiece phase II,佐々木博史,287,17,30,45,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1304,25,toy boxer,toy boxer,"BEMANI Sound Team ""S-C-U & SYUNN""",190,10,25,38,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1305,25,Trill auf G,Trill auf G,"BEMANI Sound Team ""dj TAKA""",188,16,30,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1306,25,Usual Days-remix,Usual Days-remix,ota2,139,8,27,36,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1307,25,Vinculum stellarum,Vinculum stellarum,iconoclasm,160,16,30,43,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1308,25,Visterhv,Visterhv,Feryquitous,191,13,30,42,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1309,25,voltississimo,voltississimo,"BEMANI Sound Team ""PHQUASE""",225,15,31,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1310,25,Welcome to pop'n fantasy,Welcome to pop'n fantasy,red glasses & BlackY feat.pop'n fellows,180,12,28,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1311,25,zeeros,zeeros,onoken,"146-187",14,30,42,49,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1312,25,アリスサイド・キャスリング,アリスサイド・キャスリング,メリー・バッド・メルヘン,115,8,24,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1313,25,いつまでやったって、別にいいじゃない！？,いつまでやったって、別にいいじゃない！？,上野圭市 feat. SAWA,171,8,24,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1314,25,ウラ・スキャット,cat's scat,Q-Mex,135,14,24,31,38,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1315,25,ウラ・パーカッシヴ,西新宿清掃曲,サイモンマン,140-280,20,21,36,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1316,25,ウラ・バリトランス,Denpasar,good-cool,135,8,28,38,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1317,25,ウラ・ヒップロック2,男々道,Des-ROW・組,156-180,23,29,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1318,25,おーまい！らぶりー！すうぃーてぃ！だーりん！,おーまい！らぶりー！すうぃーてぃ！だーりん！,"BEMANI Sound Team ""PON"" feat.NU-KO",170,12,28,40,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1319,25,おーまい！らぶりー！すうぃーてぃ！だーりん！ (DANCERUSH Style),おーまい！らぶりー！すうぃーてぃ！だーりん！ (DANCERUSH Style),"BEMANI Sound Team ""PON"" feat.NU-KO",135,7,24,37,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1320,25,おたすけ！アン子ちゃん (シノビアンレディーのテーマ 弐),おたすけ！アン子ちゃん (シノビアンレディーのテーマ 弐),ARM × 狐夢想 ft.ricono,173,9,28,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1321,25,オトメ聖戦タクティクス,オトメ聖戦タクティクス,Shoichiro Hirata feat.Sana,135,8,25,37,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1322,25,おねがいダーリン,おねがいダーリン,松下,180,6,25,34,43,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1323,25,おめでとう！おたんじょうび,おめでとう！おたんじょうび,ウッチーズ,160,7,23,38,43,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1324,25,カウボーイ[UPPER],Blue River[UPPER],T-BONE,134,26,27,40,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1325,25,カドルコア,murmur twins,yu_tokiwa.djw,174,11,28,40,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1326,25,カドルコア[UPPER],murmur twins(guitar pop ver.)[UPPER],yu_tokiwa.djw merge scl.gtr,174,16,30,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1327,25,コアダストビート[UPPER],真超深TION[UPPER],Des-あさ,177,20,32,43,50,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1328,25,ゴーストルール,ゴーストルール,DECO*27,210,9,25,38,42,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1329,25,コンビニエンスドラマ,コンビニエンスドラマ,T-HEY and TANEKO with inopu,102,6,26,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1330,25,さよならのうた,さよならのうた,aprésmidi,120,9,23,36,41,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1331,25,スイーツはとまらない♪,スイーツはとまらない♪,日向美ビタースイーツ♪,204,9,23,35,44,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1332,25,すろぉもぉしょん,すろぉもぉしょん,ピノキオピー,160,10,25,37,45,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1333,25,たぶん、キスくらいしてる,たぶん、キスくらいしてる,Kiyommy+Seiya,154,7,24,38,42,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1334,25,トランスコア[UPPER],FLOWER[UPPER],DJ YOSHITAKA,173,18,30,43,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1335,25,ナイト・オブ・ナイツ,ナイト・オブ・ナイツ,ビートまりお,180,10,27,40,45,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1336,25,なごりさえ,なごりさえ,"BEMANI Sound Team ""あさき""",145,11,25,39,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1337,25,ナマステ☆ダンシング,ナマステ☆ダンシング,ダンキラ協会,135,5,23,35,42,0,2025-02-12 22:30:00,2025-02-12 22:30:00
1338,25,ナンキョク[UPPER],クラゲータ[UPPER],Kurotou mur.mur.,140,9,26,37,47,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1339,25,にじいろ☆とらべらぁず,にじいろ☆とらべらぁず,chocck feat.保崎メンマ,"71-200",8,25,40,45,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1340,25,ネオクラシカル・ヘヴィメタル[UPPER],Aithon[UPPER],Kozo Nakamura,126,16,27,40,48,1,2025-02-12 22:30:00,2025-02-12 22:30:00
1341,25,ネリと琥珀糖,ネリと琥珀糖,sasakure.UK,170,12,27,39,46,1,2025-02-12 22:30:00,2025-02-12 22:30:00
